hex1,hex2
E9DCD1,FDFAF1
E9DCD1,B6C4BD
FDFAF1,B6C4BD
E6DEF0,FDFAF1
E6DEF0,E8DAD1
FDFAF1,E8DAD1
E8AF49,FDFAF1
E8AF49,D8C7B6
FDFAF1,D8C7B6
C95B83,ECE6D5
C95B83,D8CFC1
ECE6D5,D8CFC1
FFFED8,FDFAF1
FFFED8,DCD8C7
FDFAF1,DCD8C7
B6D3C5,F0EFEB
B6D3C5,E7DCC1
F0EFEB,E7DCC1
445956,FDFAF1
445956,D6C0A4
FDFAF1,D6C0A4
705A46,F8F5E9
705A46,D6BA9B
F8F5E9,D6BA9B
8D95AA,FFFBF0
8D95AA,C5B5A4
FFFBF0,C5B5A4
947754,F5E9D9
947754,D6C0A4
F5E9D9,D6C0A4
68757E,F7F6F1
68757E,BFC9D0
F7F6F1,BFC9D0
888786,FDFAF1
888786,DBDBDA
FDFAF1,DBDBDA
655856,E6E0E0
655856,D4CBCC
E6E0E0,D4CBCC
FFBEC8,FFFDF2
FFBEC8,D0D1C1
FFFDF2,D0D1C1
E4658E,FFFBF0
E4658E,F1D5AE
FFFBF0,F1D5AE
E398AF,FFFBF0
E398AF,E3CBA8
FFFBF0,E3CBA8
006940,ECEBEA
006940,C6C6C6
ECEBEA,C6C6C6
FFFEED,FDFAF1
FFFEED,E1BB87
FDFAF1,E1BB87
414D62,F5EFE8
414D62,C1B4A0
F5EFE8,C1B4A0
415053,D9E6E8
415053,ADC5C9
D9E6E8,ADC5C9
D2CFC1,F3F0E8
D2CFC1,EA936E
F3F0E8,EA936E
9D7EB7,F8F3F6
9D7EB7,DCD3CE
F8F3F6,DCD3CE
E6DA78,FDFAF1
E6DA78,D0D2C5
FDFAF1,D0D2C5
604D47,FDFAF1
604D47,CDBDBA
FDFAF1,CDBDBA
FEE8D6,FFFBF0
FEE8D6,E4E4DA
FFFBF0,E4E4DA
BFAE5B,F5EFE8
BFAE5B,C1B4A0
F5EFE8,C1B4A0
41434E,EBE2CF
41434E,D8C095
EBE2CF,D8C095
B5B6CE,FFFBF0
B5B6CE,EFE0C6
FFFBF0,EFE0C6
5B686F,F0EFEB
5B686F,BAB4A6
F0EFEB,BAB4A6
EED09D,FDFAF1
EED09D,B6C5C1
FDFAF1,B6C5C1
ECBF9F,FFF0E1
ECBF9F,D4CEBF
FFF0E1,D4CEBF
3A3B5B,F8F5E9
3A3B5B,C1B4A0
F8F5E9,C1B4A0
BAA3A9,F4E9EA
BAA3A9,5C5451
F4E9EA,5C5451
FFF9E4,CEBE9F
82495A,FDFAF1
82495A,D5C6BD
FDFAF1,D5C6BD
DAB77F,E3E1CC
DAB77F,A9A482
E3E1CC,A9A482
976352,E5DFCD
976352,E2CC9C
E5DFCD,E2CC9C
FFF2D9,F4F0E8
FFF2D9,E7E2D6
F4F0E8,E7E2D6
EEDFDD,FDFAF1
EEDFDD,C6AEAA
FDFAF1,C6AEAA
A38E6F,F4F0E1
A38E6F,D8CEB9
F4F0E1,D8CEB9
BB9351,FFFBEE
BB9351,EDD2A3
FFFBEE,EDD2A3
B49161,FDF3E4
B49161,E3CBA8
FDF3E4,E3CBA8
F3E5CB,FFFDF2
F3E5CB,C5D1DA
FFFDF2,C5D1DA
665D9E,FDFAF1
665D9E,C1B4A0
FDFAF1,C1B4A0
CCEEC2,FDFAF1
CCEEC2,D4D0C5
FDFAF1,D4D0C5
F9BB59,FDFAF1
F9BB59,DCD8C7
FDFAF1,DCD8C7
65A5D5,F4F0E3
65A5D5,D5C7B3
F4F0E3,D5C7B3
A5B4B6,F4ECDB
A5B4B6,A9B49A
F4ECDB,A9B49A
BDCFEA,F6EFE1
BDCFEA,D8CEB9
F6EFE1,D8CEB9
FBB377,FFF1DC
FBB377,D0D1C1
FFF1DC,D0D1C1
D4C477,FFFBF0
D4C477,D2C6AE
FFFBF0,D2C6AE
F7E5E6,F7F6F1
F7E5E6,DBB7BB
F7F6F1,DBB7BB
AEA132,F3F0E8
AEA132,D2CFC1
F3F0E8,D2CFC1
90686C,D5CFBD
90686C,BCAB9C
D5CFBD,BCAB9C
655046,F4ECDB
655046,CDA894
F4ECDB,CDA894
9DA28E,FDF3E4
9DA28E,E3CBA8
FDF3E4,E3CBA8
C3A679,FFF1D8
C3A679,EDD2A3
FFF1D8,EDD2A3
1E8CAB,F8F5E9
1E8CAB,CEBE9F
F8F5E9,CEBE9F
869F98,F4ECDB
869F98,D0C5BE
F4ECDB,D0C5BE
E3CFAB,E2D8C2
E3CFAB,799B96
E2D8C2,799B96
FFCF53,FFFDF2
FFCF53,D2CFC1
FFFDF2,D2CFC1
CE8544,FDF3E4
CE8544,D6BA9B
FDF3E4,D6BA9B
F6E6C5,FDFAF1
F6E6C5,CEE3DC
FDFAF1,CEE3DC
E9F9F5,F7F6F1
E9F9F5,D6C5A9
F7F6F1,D6C5A9
D4B8BF,F4F0E8
D4B8BF,654846
F4F0E8,654846
A44A56,FFF8E3
A44A56,FFF0C4
FFF8E3,FFF0C4
8AA786,FFF9EC
8AA786,E3D2C0
FFF9EC,E3D2C0
9B5953,DCD3BC
9B5953,A89887
DCD3BC,A89887
EEB5AF,F5EFE8
EEB5AF,C6AEAA
F5EFE8,C6AEAA
A78B71,F6EBD7
A78B71,E9D3BA
F6EBD7,E9D3BA
837E74,ECEBE5
837E74,BAB4A6
ECEBE5,BAB4A6
70828F,FDFAF1
70828F,D6C0A4
FDFAF1,D6C0A4
81B39C,ECEBE5
81B39C,D1D9D7
ECEBE5,D1D9D7
FFE1A3,F7F6F1
FFE1A3,DBDBDA
F7F6F1,DBDBDA
F3D5A1,FBF1DF
F3D5A1,E2BEB4
FBF1DF,E2BEB4
979FBF,F5EBE1
979FBF,D8C7B6
F5EBE1,D8C7B6
706048,F4F0E3
706048,D5C7B3
F4F0E3,D5C7B3
637057,EAEFE5
637057,CAD6C4
EAEFE5,CAD6C4
3E505F,F4F0E8
3E505F,BBB3A2
F4F0E8,BBB3A2
555B53,E8EBE7
555B53,BCC4BD
E8EBE7,BCC4BD
4E5A6D,F4F0E1
4E5A6D,B9B297
F4F0E1,B9B297
CFF7EF,F7F6F1
CFF7EF,EEE2D5
F7F6F1,EEE2D5
969565,F3F2E1
969565,DDDCBF
F3F2E1,DDDCBF
FAF7F0,F7F6F1
FAF7F0,E2D8C3
F7F6F1,E2D8C3
FAF3E6,FDFAF1
FAF3E6,E2D6BD
FDFAF1,E2D6BD
F9ECD1,FFF8EE
F9ECD1,FED6CC
FFF8EE,FED6CC
D3CEC5,E7E6ED
D3CEC5,838298
E7E6ED,838298
F2CFE0,FFFBF0
F2CFE0,FFF2D7
FFFBF0,FFF2D7
524A46,F4F0E8
524A46,D4CEBF
F4F0E8,D4CEBF
E6FDF1,FDFAF1
E6FDF1,E6E3D8
FDFAF1,E6E3D8
DFFBF3,FFFBF0
DFFBF3,EEE2D5
FFFBF0,EEE2D5
DEF0A3,FDFAF1
DEF0A3,F2CFE0
FDFAF1,F2CFE0
C5E6D1,F5EBE1
C5E6D1,D8C7B6
F5EBE1,D8C7B6
B6E9C8,FDFAF1
B6E9C8,E8DCD5
FDFAF1,E8DCD5
D2F2E7,FAF7F0
D2F2E7,D4D0C5
FAF7F0,D4D0C5
6F5D57,ECE3E1
6F5D57,DBD0CE
ECE3E1,DBD0CE
9BA9AB,EBE6D7
9BA9AB,CDA894
EBE6D7,CDA894
B78D61,F1E4CB
B78D61,E9CA94
F1E4CB,E9CA94
456252,EBE2CF
456252,C0B28E
EBE2CF,C0B28E
857A64,F4F0E8
857A64,D4CEBF
F4F0E8,D4CEBF
E2D8C2,EBE9D8
E2D8C2,A2B0A8
EBE9D8,A2B0A8
E3F1EB,F7F6F1
E3F1EB,D4CEBF
F7F6F1,D4CEBF
E4EBE7,F7F6F1
E4EBE7,B6C5C1
F7F6F1,B6C5C1
A2B7CF,F1E7DB
A2B7CF,D8CFC1
F1E7DB,D8CFC1
98B489,FFF9EC
98B489,D8C7B6
FFF9EC,D8C7B6
C6DCC7,FFFBF0
C6DCC7,E2D8C3
FFFBF0,E2D8C3
DDC9C6,FDFAF1
DDC9C6,A88E8B
FDFAF1,A88E8B
DCE5CC,F1E7DB
DCE5CC,D6CFBF
F1E7DB,D6CFBF
DFFAE1,FDFAF1
DFFAE1,EEE2D5
FDFAF1,EEE2D5
F5ECDC,F7F6F1
F5ECDC,D6C5A9
F7F6F1,D6C5A9
745B49,E2D8C2
745B49,BCA380
E2D8C2,BCA380
E9E4EF,FDFAF1
E9E4EF,E8DCD5
FDFAF1,E8DCD5
C8A692,F9F0E1
C8A692,ADAC7C
F9F0E1,ADAC7C
E4F3E0,F4F2EA
E4F3E0,E4E4DA
F4F2EA,E4E4DA
574A47,E6E0E0
574A47,BBB0B1
E6E0E0,BBB0B1
BF764C,E5DFCD
BF764C,DED1A3
E5DFCD,DED1A3
7B9A6D,FFF9EC
7B9A6D,D5C7B3
FFF9EC,D5C7B3
A49593,FFFDF2
A49593,DBD0CE
FFFDF2,DBD0CE
4BA4A9,FCF7EB
4BA4A9,D8CFC1
FCF7EB,D8CFC1
946E5C,FFFDEB
946E5C,DDC3B7
FFFDEB,DDC3B7
FFE7D5,F4F1E8
FFE7D5,CDD0C0
F4F1E8,CDD0C0
586E75,E5DFCD
586E75,BEA781
E5DFCD,BEA781
F2F1E6,F7F6F1
F2F1E6,D1D2BF
F7F6F1,D1D2BF
FCF0C2,F5EFE8
FCF0C2,E9E2D7
F5EFE8,E9E2D7
CEEEEF,F7F6F1
CEEEEF,96D3D8
F7F6F1,96D3D8
EBF4DF,F7F6F1
EBF4DF,C2D7AD
F7F6F1,C2D7AD
E5EDF1,F7F6F1
E5EDF1,7896BA
F7F6F1,7896BA
8CB295,F6EFE1
8CB295,D5CFBD
F6EFE1,D5CFBD
546B78,EBE6D7
546B78,BCAB9C
EBE6D7,BCAB9C
42544C,E2D8C2
42544C,BCA380
E2D8C2,BCA380
7A7E66,FAF7F0
7A7E66,CDD0C0
FAF7F0,CDD0C0
B4A54B,FCF7DB
B4A54B,D6C5A9
FCF7DB,D6C5A9
857349,F7EEDB
857349,DACBA7
F7EEDB,DACBA7
849C8D,FDFAF1
849C8D,D8E4DE
FDFAF1,D8E4DE
BDE1C4,F5EFE8
BDE1C4,D8CFC1
F5EFE8,D8CFC1
EDE2E0,FDFAF1
EDE2E0,CDBDBA
FDFAF1,CDBDBA
CAD3D4,FDFAF1
CAD3D4,9F2D47
FDFAF1,9F2D47
E6E0E0,F7F6F1
E6E0E0,BBB0B1
F7F6F1,BBB0B1
4C98C2,F4F0E1
4C98C2,E3CFAB
F4F0E1,E3CFAB
A9B49A,E2D8C2
A9B49A,D8C095
E2D8C2,D8C095
E4B3CC,F2F0E8
E4B3CC,D0D1C1
F2F0E8,D0D1C1
E2BEB4,FAE8E1
E2BEB4,C3B4B3
FAE8E1,C3B4B3
593C50,ECEBEA
593C50,C6C6C6
ECEBEA,C6C6C6
EBE2CF,F4F0E1
EBE2CF,B6CACA
F4F0E1,B6CACA
CCA195,FFFCEC
CCA195,F1D7CE
FFFCEC,F1D7CE
D4D0C5,F4F1EB
D4D0C5,B87592
F4F1EB,B87592
C69F26,F2F0E8
C69F26,B6B5A0
F2F0E8,B6B5A0
91788C,F4EAF0
91788C,C3B4B3
F4EAF0,C3B4B3
3E7A85,ECEBE5
3E7A85,AFB2A7
ECEBE5,AFB2A7
93A8A7,F9EDE2
93A8A7,E1CBB6
F9EDE2,E1CBB6
A29171,F0E8D9
A29171,D2C6AE
F0E8D9,D2C6AE
F1EBC8,F1E7DB
F1EBC8,E2D4DF
F1E7DB,E2D4DF
E7DCC1,EBE9D8
E7DCC1,EEC9A6
EBE9D8,EEC9A6
F7D8C4,FFFDEB
F7D8C4,CEE3DC
FFFDEB,CEE3DC
FFF6D7,F7F6F1
FFF6D7,F0DCA0
F7F6F1,F0DCA0
BFD5B3,E9F3E1
BFD5B3,D2C6AE
E9F3E1,D2C6AE
2E4A7D,F7F6F1
2E4A7D,D2C5AE
F7F6F1,D2C5AE
007C78,E5DFCD
007C78,B9B297
E5DFCD,B9B297
EBE1C9,FDFAF1
EBE1C9,D1D2BF
FDFAF1,D1D2BF
20576E,F1E5D7
20576E,CDB9A2
F1E5D7,CDB9A2
FFA168,FFFBF0
FFA168,D6C0A4
FFFBF0,D6C0A4
FFE6C3,FFFBF0
FFE6C3,E7E2D6
FFFBF0,E7E2D6
8B694D,F9EDE2
8B694D,E1CBB6
F9EDE2,E1CBB6
FFD5A7,F1E5D7
FFD5A7,E3D2C0
F1E5D7,E3D2C0
B89B6B,F9EEDC
B89B6B,EFE0C6
F9EEDC,EFE0C6
D6C3B9,F8EEE3
D6C3B9,B19BB0
F8EEE3,B19BB0
445A79,FDFAF1
445A79,D5C7B3
FDFAF1,D5C7B3
4F4F5E,FDF9EF
4F4F5E,D2D2DF
FDF9EF,D2D2DF
43535E,FBF4E8
43535E,BFAA97
FBF4E8,BFAA97
676E7A,F0EFEB
676E7A,C7BDA8
F0EFEB,C7BDA8
4F4352,E6E3D6
4F4352,9E9589
E6E3D6,9E9589
FFD6DD,FFF3F4
FFD6DD,E8DAD1
FFF3F4,E8DAD1
0E6071,FAF3E6
0E6071,CEBE9F
FAF3E6,CEBE9F
5B4E4B,F4ECDB
5B4E4B,D8CEB9
F4ECDB,D8CEB9
D2C6AE,F0E8D9
D2C6AE,87A1B1
F0E8D9,87A1B1
A3B9CD,FDFAF1
A3B9CD,DDC3B7
FDFAF1,DDC3B7
5E463C,F7F6F1
5E463C,DDC3B7
F7F6F1,DDC3B7
AAA388,EDE9DD
AAA388,D6BA9B
EDE9DD,D6BA9B
FFE6EC,FDFAF1
FFE6EC,FFC9D7
FDFAF1,FFC9D7
515B62,F7F6F1
515B62,BFC9D0
F7F6F1,BFC9D0
F3A347,F1E4CB
F3A347,939789
F1E4CB,939789
CDB386,F9EEDC
CDB386,EFE0C6
F9EEDC,EFE0C6
E0B695,F6EFE1
E0B695,ACBDB1
F6EFE1,ACBDB1
0092A3,F4F0E1
0092A3,E7DCC1
F4F0E1,E7DCC1
F6EBD3,FCF7EB
F6EBD3,A3BFCB
FCF7EB,A3BFCB
7896BA,F7F6F1
7896BA,D2C6AE
F7F6F1,D2C6AE
637195,FFF9EC
637195,D8C7B6
FFF9EC,D8C7B6
006C68,F5E9D9
006C68,D6C0A4
F5E9D9,D6C0A4
C2D2E0,FFF9EC
C2D2E0,DEC1B8
FFF9EC,DEC1B8
EEC987,E5DFCD
EEC987,CBB68F
E5DFCD,CBB68F
F8AC8C,F5EFE8
F8AC8C,D8CFC1
F5EFE8,D8CFC1
B6E5D6,FDFAF1
B6E5D6,D4CEBF
FDFAF1,D4CEBF
A798C2,ECEBEA
A798C2,DBDBDA
ECEBEA,DBDBDA
FF714E,F5ECE7
FF714E,D5C6BD
F5ECE7,D5C6BD
BBDAF8,FFFEED
BBDAF8,D2C6AE
FFFEED,D2C6AE
D07360,E5DFCD
D07360,BCA380
E5DFCD,BCA380
7C644B,F7F6F1
7C644B,E3D2C0
F7F6F1,E3D2C0
343B4E,F5EFE8
343B4E,C1B4A0
F5EFE8,C1B4A0
73486B,ECEBE5
73486B,AFB2A7
ECEBE5,AFB2A7
5F5D48,FAEEDB
5F5D48,D0B082
FAEEDB,D0B082
C9BD88,FDFAF1
C9BD88,ECE6C8
FDFAF1,ECE6C8
CED2AB,F5EBE1
CED2AB,D8C7B6
F5EBE1,D8C7B6
E2DCAB,F7F6F1
E2DCAB,DBD6CB
F7F6F1,DBD6CB
FFD2A9,FFFDF2
FFD2A9,D0DBD7
FFFDF2,D0DBD7
C1D1C4,F7F6F1
C1D1C4,D2C5AE
F7F6F1,D2C5AE
FF9682,F7EEDB
FF9682,DACBA7
F7EEDB,DACBA7
FF6E3A,FDFAF1
FF6E3A,D6C5A9
FDFAF1,D6C5A9
EB7D5D,F7F6F1
EB7D5D,CCB49A
F7F6F1,CCB49A
FFC355,FFFBEE
FFC355,D5C7B3
FFFBEE,D5C7B3
FFCA7D,F5EBE1
FFCA7D,D8C7B6
F5EBE1,D8C7B6
FF9731,F4F0E8
FF9731,BBB3A2
F4F0E8,BBB3A2
FFAE52,FFFBE8
FFAE52,D4CEBF
FFFBE8,D4CEBF
E57059,FDFAF1
E57059,BBB3A2
FDFAF1,BBB3A2
FFECE0,F7F6F1
FFECE0,F7C6B1
F7F6F1,F7C6B1
A99E54,FDFAF1
A99E54,CCBEAC
FDFAF1,CCBEAC
FFDEA6,F5EAE3
FFDEA6,E8DAD1
F5EAE3,E8DAD1
654846,F4E5E7
654846,D4B8BF
F4E5E7,D4B8BF
53626E,FDFCFA
53626E,C5D1DA
FDFCFA,C5D1DA
B67350,DBD7C4
B67350,B9B297
DBD7C4,B9B297
A7B8C4,F7F6F1
A7B8C4,E9D8C2
F7F6F1,E9D8C2
E3D3BF,FFFDF2
E3D3BF,C5C0AC
FFFDF2,C5C0AC
4470B0,F0EFEB
4470B0,EBDBC1
F0EFEB,EBDBC1
69A4B9,F7F6F1
69A4B9,D2C6AE
F7F6F1,D2C6AE
68457A,F7F5F6
68457A,BCC4BD
F7F5F6,BCC4BD
FFE3CB,FFF6E9
FFE3CB,CBCDC4
FFF6E9,CBCDC4
D6C5A9,F5ECDC
D6C5A9,A3B9CD
F5ECDC,A3B9CD
E2CCC7,FDFAF1
E2CCC7,D3D3D2
FDFAF1,D3D3D2
FDE1F0,FDEFE9
FDE1F0,F5E6D3
FDEFE9,F5E6D3
D0F7E4,FDFAF1
D0F7E4,E7E3DB
FDFAF1,E7E3DB
8A779A,FDFAF1
8A779A,D4CEBF
FDFAF1,D4CEBF
CFE5F0,F5ECE7
CFE5F0,D5C6BD
F5ECE7,D5C6BD
A2EBD8,F7F6F1
A2EBD8,D8C7B6
F7F6F1,D8C7B6
FED6CC,F1E7DB
FED6CC,D4D0C5
F1E7DB,D4D0C5
FCFCDA,F4F1EB
FCFCDA,E7E3DB
F4F1EB,E7E3DB
FFF7ED,F7F6F1
FFF7ED,FFE0CB
F7F6F1,FFE0CB
FFF2DE,FDFAF1
FFF2DE,F1D5AE
FDFAF1,F1D5AE
FFF8D5,FDFAF1
FFF8D5,FFE29B
FDFAF1,FFE29B
CACFDC,FFFBF0
CACFDC,E9D8C2
FFFBF0,E9D8C2
F3F2E1,FDFAF1
F3F2E1,DDDCBF
FDFAF1,DDDCBF
FCF0E5,E9CFBB
AEAD5B,F9F0E1
AEAD5B,D6C5A9
F9F0E1,D6C5A9
BDB268,F5F0D1
BDB268,E3CBA8
F5F0D1,E3CBA8
20887A,F4F0E1
20887A,D5CDB4
F4F0E1,D5CDB4
74B560,F4F0E8
74B560,BBB3A2
F4F0E8,BBB3A2
E9B679,FFF9EC
E9B679,D8C7B6
FFF9EC,D8C7B6
837871,F4ECDB
837871,BCAB9C
F4ECDB,BCAB9C
FFD1AF,FFFBF0
FFD1AF,E2D5D3
FFFBF0,E2D5D3
B4A07A,FAF3E6
B4A07A,E2D6BD
FAF3E6,E2D6BD
78AE48,F4F1EB
78AE48,BAB6A9
F4F1EB,BAB6A9
FFF7DF,FDFAF1
FFF7DF,F7DFAF
FDFAF1,F7DFAF
3F4855,F1E5D7
3F4855,CDB9A2
F1E5D7,CDB9A2
FFFFDD,FDFAF1
FFFFDD,D8DADB
FDFAF1,D8DADB
4FAA6C,E7FBEC
4FAA6C,E9D8C2
E7FBEC,E9D8C2
FFEDF8,FDFAF1
FFEDF8,E7C3E7
FDFAF1,E7C3E7
D0D2C5,F4F2EA
D0D2C5,B38070
F4F2EA,B38070
A84A49,E2D8C2
A84A49,AB927A
E2D8C2,AB927A
753A58,F3F0E8
753A58,D2CFC1
F3F0E8,D2CFC1
F7DFAF,FFFDF2
F7DFAF,DDDCBF
FFFDF2,DDDCBF
EDFAD9,F4F1EB
EDFAD9,E7E3DB
F4F1EB,E7E3DB
B6C4BD,E5EBE6
B6C4BD,4F5A51
E5EBE6,4F5A51
DF9C45,FFF6DA
DF9C45,CDBDBA
FFF6DA,CDBDBA
A8BFCC,FFFDF2
A8BFCC,D2C6AE
FFFDF2,D2C6AE
94D8AC,FDFAF1
94D8AC,CEBE9F
FDFAF1,CEBE9F
FFDDCD,FFF8EE
FFDDCD,EEE2D5
FFF8EE,EEE2D5
F1FBF1,FDFAF1
F1FBF1,C5E6D1
FDFAF1,C5E6D1
FEDCAD,F3E4D3
FEDCAD,C7C7C2
F3E4D3,C7C7C2
FFECE5,F7F6F1
FFECE5,E5D7C4
F7F6F1,E5D7C4
FFD9AA,FDFAF1
FFD9AA,D9DAD2
FDFAF1,D9DAD2
FADFC7,FFFDEB
FADFC7,BC896E
FFFDEB,BC896E
FFC7B9,FFECE5
FFC7B9,D8CFC1
FFECE5,D8CFC1
FFE5BD,FFF9E7
FFE5BD,5E463C
FFF9E7,5E463C
EEC9A6,EBDBC1
EEC9A6,D8C095
EBDBC1,D8C095
FFC9C4,FFF3F0
FFC9C4,E9CFBB
FFF3F0,E9CFBB
FFDEDA,F4F0E8
FFDEDA,D4CEBF
F4F0E8,D4CEBF
206D71,FDFAF1
206D71,BCAB8C
FDFAF1,BCAB8C
A6893A,FFF6D7
A6893A,F0DCA0
FFF6D7,F0DCA0
DCE4E9,DDCDB3
FCF7EB,F7F6F1
FCF7EB,D8DADB
F7F6F1,D8DADB
F6EBD7,CCBEAC
E4E4DA,F7F6F1
E4E4DA,B5B8A8
F7F6F1,B5B8A8
7B9459,FFF9EC
7B9459,D6BA9B
FFF9EC,D6BA9B
AFB2A7,ECEBE5
AFB2A7,D9DAD2
ECEBE5,D9DAD2
E09F78,F5E9D9
E09F78,E9D8C2
F5E9D9,E9D8C2
DBB7BB,F7E5E6
DBB7BB,E9E2D7
F7E5E6,E9E2D7
5C6274,FBF4E8
5C6274,BCAA9F
FBF4E8,BCAA9F
807548,FAF3E6
807548,CEBE9F
FAF3E6,CEBE9F
E9E8BB,F9F2E7
E9E8BB,E3D2C0
F9F2E7,E3D2C0
F3E9F7,F7F6F1
F3E9F7,E7D7EF
F7F6F1,E7D7EF
52677B,FFFCEC
52677B,D2C6AE
FFFCEC,D2C6AE
97A3DA,F5EFE8
97A3DA,D8CFC1
F5EFE8,D8CFC1
E59B34,FFFDEB
E59B34,D8C7B6
FFFDEB,D8C7B6
CD7DB5,F8EEF4
CD7DB5,D2D5DA
F8EEF4,D2D5DA
C1B23E,ECEBEA
C1B23E,C6C6C6
ECEBEA,C6C6C6
BAB4A6,ECEBE5
BAB4A6,D07360
ECEBE5,D07360
F7EFDE,FDFAF1
F7EFDE,D4CEBF
FDFAF1,D4CEBF
BBA528,F4F0E8
BBA528,D4CEBF
F4F0E8,D4CEBF
C1B4A0,F5EFE8
C1B4A0,E9E2D7
F5EFE8,E9E2D7
FFC0C6,FDFAF1
FFC0C6,D5C6BD
FDFAF1,D5C6BD
6C7779,F2EDEC
6C7779,CAD3D4
F2EDEC,CAD3D4
FFF8E3,FDFAF1
FFF8E3,F1D5AE
FDFAF1,F1D5AE
765952,FFFBF0
765952,DDC9C6
FFFBF0,DDC9C6
486358,FFFBF0
486358,CEE3DC
FFFBF0,CEE3DC
D5D8BC,FAF7F0
D5D8BC,CDB9A2
FAF7F0,CDB9A2
3A7968,F9F2E7
3A7968,DEB699
F9F2E7,DEB699
FFC3C6,FFF1F1
FFC3C6,E2D6BD
FFF1F1,E2D6BD
B94C66,F4ECDB
B94C66,E1D8B8
F4ECDB,E1D8B8
FF787B,FDFAF1
FF787B,D4D0C5
FDFAF1,D4D0C5
FFECE0,FDFAF1
FFECE0,E9CFBB
FDFAF1,E9CFBB
FFEAEB,F7F6F1
FFEAEB,D5C6BD
F7F6F1,D5C6BD
F8D0E7,F7F6F1
F8D0E7,E8DCD5
F7F6F1,E8DCD5
FFDBE5,F4F1EB
FFDBE5,E7E3DB
F4F1EB,E7E3DB
FFDFE5,F5EAE3
FFDFE5,E8DAD1
F5EAE3,E8DAD1
D04A70,FAECD9
D04A70,E1BB87
FAECD9,E1BB87
FFE9EB,F7F6F1
FFE9EB,E9CFBB
F7F6F1,E9CFBB
FFE6E4,F7F6F1
FFE6E4,E5867B
F7F6F1,E5867B
B08F42,F7F6F1
B08F42,D5C7B3
F7F6F1,D5C7B3
A0B7AD,F8F5E9
A0B7AD,D5C6BD
F8F5E9,D5C6BD
B1B6A3,FFF8E3
B1B6A3,E1CBB6
FFF8E3,E1CBB6
BAB6A9,F4F1EB
BAB6A9,8A99A4
F4F1EB,8A99A4
BA99A2,F5EFE8
BA99A2,D8CFC1
F5EFE8,D8CFC1
BFB9D5,FDFAF1
BFB9D5,D5C6BD
FDFAF1,D5C6BD
9B4B80,F7F1E2
9B4B80,CDB9A2
F7F1E2,CDB9A2
915D88,F7F6F1
915D88,E1CEAD
F7F6F1,E1CEAD
D4BDDF,F0E8D9
D4BDDF,D2C6AE
F0E8D9,D2C6AE
7E5E8D,FFFDF2
7E5E8D,D5C7B3
FFFDF2,D5C7B3
745E6F,F4EAF0
745E6F,E2D4DF
F4EAF0,E2D4DF
9E8185,F3E5CB
9E8185,BFA270
F3E5CB,BFA270
8CD4DF,FDFAF1
8CD4DF,D2C6AE
FDFAF1,D2C6AE
B1928C,FDFAF1
B1928C,E2CCC7
FDFAF1,E2CCC7
FFFED7,FDFAF1
FFFED7,E7E2D6
FDFAF1,E7E2D6
646767,EAEAEA
646767,C0C3C4
EAEAEA,C0C3C4
DDE8ED,FFFDF2
DDE8ED,A8BFCC
FFFDF2,A8BFCC
77BCB6,FFF9EC
77BCB6,D8C7B6
